distance,pair,value
7,2_9,468.2
8,1_9,462.4
1,2_3,496
2,6_8,500.4
3,2_5,466
4,3_7,477.4
5,2_7,456.8
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,6_8,500.4
3,3_6,507.4
4,2_6,463.6
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,6_8,500.4
3,5_8,521.5
4,4_8,457
5,4_9,474.2
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,7_8,593
2,4_6,474
3,1_4,450.4
4,1_5,460.2
5,3_8,447.6
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,7_9,441.2
3,1_4,450.4
4,5_9,505
5,2_7,456.8
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,4_5,499.4
2,7_9,441.2
3,6_9,573.6
4,5_9,505
5,2_7,456.8
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,7_8,593
2,5_7,530.6
3,6_9,573.6
4,2_6,463.6
5,2_7,456.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,4_6,474
3,6_9,573.6
4,2_6,463.6
5,4_9,474.2
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,7_8,593
2,5_7,530.6
3,4_7,549.8
4,1_5,460.2
5,2_7,456.8
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,6_7,549.5
2,7_9,441.2
3,5_8,521.5
4,5_9,505
5,2_7,456.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,2_4,531.4
3,4_7,549.8
4,4_8,457
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,4_5,499.4
2,1_3,438.6
3,3_6,507.4
4,5_9,505
5,4_9,474.2
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,3_4,505.6
2,2_4,531.4
3,4_7,549.8
4,1_5,460.2
5,3_8,447.6
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,7_9,441.2
3,2_5,466
4,1_5,460.2
5,1_6,463.8
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,4_5,499.4
2,6_8,500.4
3,2_5,466
4,4_8,457
5,2_7,456.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,7_9,441.2
3,3_6,507.4
4,2_6,463.6
5,2_7,456.8
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,6_7,549.5
2,2_4,531.4
3,6_9,573.6
4,5_9,505
5,2_7,456.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,3_4,505.6
2,3_5,514.8
3,4_7,549.8
4,4_8,457
5,2_7,456.8
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,6_7,549.5
2,1_3,438.6
3,1_4,450.4
4,1_5,460.2
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,3_4,505.6
2,1_3,438.6
3,2_5,466
4,3_7,477.4
5,3_8,447.6
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,2_3,496
2,6_8,500.4
3,4_7,549.8
4,3_7,477.4
5,1_6,463.8
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,2_3,496
2,1_3,438.6
3,4_7,549.8
4,1_5,460.2
5,3_8,447.6
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,5_6,586.8
2,2_4,531.4
3,4_7,549.8
4,4_8,457
5,1_6,463.8
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,4_5,499.4
2,3_5,514.8
3,1_4,450.4
4,4_8,457
5,4_9,474.2
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,1_2,491.4
2,6_8,500.4
3,2_5,466
4,3_7,477.4
5,1_6,463.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,5_7,530.6
3,3_6,507.4
4,5_9,505
5,4_9,474.2
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,5_6,586.8
2,3_5,514.8
3,2_5,466
4,3_7,477.4
5,2_7,456.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,2_3,496
2,5_7,530.6
3,6_9,573.6
4,2_6,463.6
5,1_6,463.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,4_5,499.4
2,6_8,500.4
3,5_8,521.5
4,3_7,477.4
5,2_7,456.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,3_5,514.8
3,2_5,466
4,1_5,460.2
5,3_8,447.6
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,5_6,586.8
2,2_4,531.4
3,1_4,450.4
4,4_8,457
5,1_6,463.8
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,7_8,593
2,2_4,531.4
3,4_7,549.8
4,4_8,457
5,3_8,447.6
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,3_4,505.6
2,3_5,514.8
3,2_5,466
4,2_6,463.6
5,4_9,474.2
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,7_8,593
2,5_7,530.6
3,1_4,450.4
4,2_6,463.6
5,1_6,463.8
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,5_6,586.8
2,4_6,474
3,6_9,573.6
4,4_8,457
5,4_9,474.2
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,5_7,530.6
3,6_9,573.6
4,3_7,477.4
5,3_8,447.6
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,1_3,438.6
3,6_9,573.6
4,1_5,460.2
5,3_8,447.6
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,4_5,499.4
2,7_9,441.2
3,4_7,549.8
4,4_8,457
5,2_7,456.8
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,4_5,499.4
2,6_8,500.4
3,4_7,549.8
4,1_5,460.2
5,3_8,447.6
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,1_2,491.4
2,5_7,530.6
3,3_6,507.4
4,5_9,505
5,1_6,463.8
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,2_4,531.4
3,6_9,573.6
4,5_9,505
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,3_5,514.8
3,1_4,450.4
4,4_8,457
5,2_7,456.8
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,4_6,474
3,3_6,507.4
4,1_5,460.2
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,3_4,505.6
2,1_3,438.6
3,2_5,466
4,4_8,457
5,3_8,447.6
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,2_3,496
2,1_3,438.6
3,1_4,450.4
4,2_6,463.6
5,1_6,463.8
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,6_7,549.5
2,2_4,531.4
3,3_6,507.4
4,1_5,460.2
5,3_8,447.6
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,3_4,505.6
2,2_4,531.4
3,5_8,521.5
4,1_5,460.2
5,1_6,463.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,5_7,530.6
3,2_5,466
4,3_7,477.4
5,1_6,463.8
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,2_3,496
2,5_7,530.6
3,6_9,573.6
4,5_9,505
5,2_7,456.8
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,3_5,514.8
3,4_7,549.8
4,2_6,463.6
5,3_8,447.6
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,4_5,499.4
2,1_3,438.6
3,6_9,573.6
4,4_8,457
5,1_6,463.8
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,2_3,496
2,4_6,474
3,1_4,450.4
4,4_8,457
5,3_8,447.6
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,5_7,530.6
3,3_6,507.4
4,3_7,477.4
5,2_7,456.8
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,7_9,441.2
3,2_5,466
4,4_8,457
5,4_9,474.2
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,1_2,491.4
2,4_6,474
3,1_4,450.4
4,2_6,463.6
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,5_6,586.8
2,4_6,474
3,3_6,507.4
4,1_5,460.2
5,4_9,474.2
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,2_3,496
2,7_9,441.2
3,2_5,466
4,4_8,457
5,4_9,474.2
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,5_6,586.8
2,6_8,500.4
3,5_8,521.5
4,1_5,460.2
5,2_7,456.8
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,2_3,496
2,6_8,500.4
3,2_5,466
4,1_5,460.2
5,1_6,463.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,4_5,499.4
2,2_4,531.4
3,5_8,521.5
4,5_9,505
5,1_6,463.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,4_6,474
3,6_9,573.6
4,4_8,457
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,5_7,530.6
3,3_6,507.4
4,3_7,477.4
5,1_6,463.8
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,1_2,491.4
2,3_5,514.8
3,1_4,450.4
4,4_8,457
5,4_9,474.2
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,4_5,499.4
2,3_5,514.8
3,2_5,466
4,3_7,477.4
5,4_9,474.2
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,1_2,491.4
2,2_4,531.4
3,1_4,450.4
4,3_7,477.4
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,2_4,531.4
3,3_6,507.4
4,2_6,463.6
5,3_8,447.6
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,2_3,496
2,2_4,531.4
3,2_5,466
4,2_6,463.6
5,3_8,447.6
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,7_8,593
2,4_6,474
3,6_9,573.6
4,2_6,463.6
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,7_9,441.2
3,1_4,450.4
4,2_6,463.6
5,4_9,474.2
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,5_6,586.8
2,1_3,438.6
3,6_9,573.6
4,3_7,477.4
5,2_7,456.8
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,4_5,499.4
2,3_5,514.8
3,6_9,573.6
4,3_7,477.4
5,4_9,474.2
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,7_8,593
2,7_9,441.2
3,2_5,466
4,3_7,477.4
5,3_8,447.6
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,1_3,438.6
3,5_8,521.5
4,3_7,477.4
5,1_6,463.8
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,1_2,491.4
2,5_7,530.6
3,1_4,450.4
4,2_6,463.6
5,3_8,447.6
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,6_8,500.4
3,6_9,573.6
4,5_9,505
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,2_4,531.4
3,2_5,466
4,3_7,477.4
5,4_9,474.2
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,3_4,505.6
2,1_3,438.6
3,5_8,521.5
4,5_9,505
5,2_7,456.8
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,1_2,491.4
2,7_9,441.2
3,6_9,573.6
4,3_7,477.4
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,3_4,505.6
2,6_8,500.4
3,6_9,573.6
4,4_8,457
5,3_8,447.6
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,5_7,530.6
3,1_4,450.4
4,2_6,463.6
5,4_9,474.2
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,3_4,505.6
2,4_6,474
3,3_6,507.4
4,2_6,463.6
5,3_8,447.6
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,5_6,586.8
2,4_6,474
3,2_5,466
4,1_5,460.2
5,4_9,474.2
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,2_3,496
2,7_9,441.2
3,6_9,573.6
4,1_5,460.2
5,2_7,456.8
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,2_4,531.4
3,2_5,466
4,2_6,463.6
5,2_7,456.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,1_3,438.6
3,1_4,450.4
4,5_9,505
5,3_8,447.6
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,2_3,496
2,6_8,500.4
3,6_9,573.6
4,2_6,463.6
5,1_6,463.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,2_4,531.4
3,6_9,573.6
4,4_8,457
5,3_8,447.6
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,2_4,531.4
3,1_4,450.4
4,3_7,477.4
5,3_8,447.6
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,4_6,474
3,6_9,573.6
4,1_5,460.2
5,1_6,463.8
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,2_3,496
2,7_9,441.2
3,5_8,521.5
4,3_7,477.4
5,4_9,474.2
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,5_6,586.8
2,1_3,438.6
3,2_5,466
4,4_8,457
5,4_9,474.2
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,4_5,499.4
2,1_3,438.6
3,5_8,521.5
4,4_8,457
5,1_6,463.8
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,2_3,496
2,7_9,441.2
3,1_4,450.4
4,3_7,477.4
5,4_9,474.2
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,1_2,491.4
2,6_8,500.4
3,3_6,507.4
4,2_6,463.6
5,1_6,463.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,2_4,531.4
3,1_4,450.4
4,3_7,477.4
5,1_6,463.8
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,7_8,593
2,2_4,531.4
3,5_8,521.5
4,5_9,505
5,1_6,463.8
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,5_6,586.8
2,6_8,500.4
3,6_9,573.6
4,4_8,457
5,4_9,474.2
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,3_4,505.6
2,7_9,441.2
3,3_6,507.4
4,4_8,457
5,2_7,456.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,2_4,531.4
3,3_6,507.4
4,4_8,457
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,7_9,441.2
3,5_8,521.5
4,2_6,463.6
5,2_7,456.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,4_6,474
3,4_7,549.8
4,4_8,457
5,1_6,463.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,3_5,514.8
3,6_9,573.6
4,4_8,457
5,2_7,456.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,3_4,505.6
2,6_8,500.4
3,5_8,521.5
4,3_7,477.4
5,2_7,456.8
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,3_4,505.6
2,3_5,514.8
3,6_9,573.6
4,1_5,460.2
5,3_8,447.6
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,3_4,505.6
2,6_8,500.4
3,3_6,507.4
4,4_8,457
5,1_6,463.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,2_3,496
2,5_7,530.6
3,4_7,549.8
4,4_8,457
5,1_6,463.8
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,2_3,496
2,7_9,441.2
3,4_7,549.8
4,5_9,505
5,4_9,474.2
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,1_3,438.6
3,1_4,450.4
4,1_5,460.2
5,3_8,447.6
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,5_7,530.6
3,2_5,466
4,1_5,460.2
5,1_6,463.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,5_6,586.8
2,5_7,530.6
3,4_7,549.8
4,4_8,457
5,2_7,456.8
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,2_3,496
2,6_8,500.4
3,5_8,521.5
4,4_8,457
5,3_8,447.6
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,1_2,491.4
2,1_3,438.6
3,6_9,573.6
4,3_7,477.4
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,4_5,499.4
2,4_6,474
3,3_6,507.4
4,5_9,505
5,3_8,447.6
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,5_6,586.8
2,2_4,531.4
3,2_5,466
4,3_7,477.4
5,1_6,463.8
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,1_2,491.4
2,4_6,474
3,6_9,573.6
4,2_6,463.6
5,2_7,456.8
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,2_3,496
2,7_9,441.2
3,4_7,549.8
4,5_9,505
5,3_8,447.6
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,6_8,500.4
3,3_6,507.4
4,1_5,460.2
5,2_7,456.8
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,2_3,496
2,1_3,438.6
3,2_5,466
4,3_7,477.4
5,2_7,456.8
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,8_9,615.8
2,1_3,438.6
3,1_4,450.4
4,4_8,457
5,4_9,474.2
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,6_8,500.4
3,6_9,573.6
4,1_5,460.2
5,3_8,447.6
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,3_4,505.6
2,1_3,438.6
3,3_6,507.4
4,3_7,477.4
5,4_9,474.2
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,4_6,474
3,4_7,549.8
4,4_8,457
5,3_8,447.6
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,1_3,438.6
3,4_7,549.8
4,4_8,457
5,4_9,474.2
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,1_2,491.4
2,7_9,441.2
3,3_6,507.4
4,5_9,505
5,3_8,447.6
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,4_5,499.4
2,1_3,438.6
3,4_7,549.8
4,1_5,460.2
5,1_6,463.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,5_6,586.8
2,1_3,438.6
3,6_9,573.6
4,2_6,463.6
5,4_9,474.2
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,6_7,549.5
2,4_6,474
3,4_7,549.8
4,5_9,505
5,4_9,474.2
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,4_6,474
3,4_7,549.8
4,2_6,463.6
5,1_6,463.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,4_5,499.4
2,7_9,441.2
3,2_5,466
4,1_5,460.2
5,3_8,447.6
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,5_7,530.6
3,2_5,466
4,4_8,457
5,2_7,456.8
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,1_2,491.4
2,6_8,500.4
3,5_8,521.5
4,2_6,463.6
5,2_7,456.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,2_4,531.4
3,6_9,573.6
4,3_7,477.4
5,1_6,463.8
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,6_7,549.5
2,2_4,531.4
3,2_5,466
4,1_5,460.2
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,6_8,500.4
3,2_5,466
4,3_7,477.4
5,1_6,463.8
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,6_7,549.5
2,3_5,514.8
3,3_6,507.4
4,5_9,505
5,3_8,447.6
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,2_3,496
2,1_3,438.6
3,1_4,450.4
4,5_9,505
5,4_9,474.2
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,6_8,500.4
3,6_9,573.6
4,4_8,457
5,1_6,463.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,4_5,499.4
2,5_7,530.6
3,5_8,521.5
4,1_5,460.2
5,3_8,447.6
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,5_6,586.8
2,6_8,500.4
3,5_8,521.5
4,5_9,505
5,2_7,456.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,6_8,500.4
3,6_9,573.6
4,2_6,463.6
5,1_6,463.8
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,5_6,586.8
2,4_6,474
3,3_6,507.4
4,5_9,505
5,1_6,463.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,5_7,530.6
3,5_8,521.5
4,3_7,477.4
5,3_8,447.6
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,2_3,496
2,3_5,514.8
3,6_9,573.6
4,4_8,457
5,3_8,447.6
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,7_9,441.2
3,4_7,549.8
4,1_5,460.2
5,4_9,474.2
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,5_6,586.8
2,7_9,441.2
3,4_7,549.8
4,4_8,457
5,3_8,447.6
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,5_7,530.6
3,6_9,573.6
4,5_9,505
5,1_6,463.8
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,1_2,491.4
2,1_3,438.6
3,5_8,521.5
4,4_8,457
5,2_7,456.8
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,8_9,615.8
2,5_7,530.6
3,3_6,507.4
4,1_5,460.2
5,2_7,456.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,4_6,474
3,4_7,549.8
4,2_6,463.6
5,1_6,463.8
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,6_7,549.5
2,4_6,474
3,1_4,450.4
4,5_9,505
5,4_9,474.2
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,8_9,615.8
2,6_8,500.4
3,3_6,507.4
4,5_9,505
5,4_9,474.2
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,8_9,615.8
2,5_7,530.6
3,2_5,466
4,4_8,457
5,4_9,474.2
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,2_3,496
2,5_7,530.6
3,4_7,549.8
4,5_9,505
5,2_7,456.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,1_3,438.6
3,5_8,521.5
4,2_6,463.6
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,2_4,531.4
3,2_5,466
4,1_5,460.2
5,1_6,463.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,6_8,500.4
3,6_9,573.6
4,5_9,505
5,2_7,456.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,2_4,531.4
3,3_6,507.4
4,1_5,460.2
5,4_9,474.2
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,5_6,586.8
2,2_4,531.4
3,3_6,507.4
4,4_8,457
5,4_9,474.2
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,6_7,549.5
2,7_9,441.2
3,3_6,507.4
4,5_9,505
5,2_7,456.8
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,4_5,499.4
2,4_6,474
3,6_9,573.6
4,3_7,477.4
5,3_8,447.6
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,6_8,500.4
3,3_6,507.4
4,5_9,505
5,3_8,447.6
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,1_2,491.4
2,7_9,441.2
3,2_5,466
4,3_7,477.4
5,1_6,463.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,3_5,514.8
3,4_7,549.8
4,5_9,505
5,2_7,456.8
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,8_9,615.8
2,7_9,441.2
3,5_8,521.5
4,1_5,460.2
5,2_7,456.8
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,3_5,514.8
3,4_7,549.8
4,3_7,477.4
5,3_8,447.6
6,3_9,474.6
7,2_9,468.2
8,1_9,462.4
1,3_4,505.6
2,4_6,474
3,4_7,549.8
4,3_7,477.4
5,1_6,463.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,7_8,593
2,1_3,438.6
3,1_4,450.4
4,2_6,463.6
5,3_8,447.6
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,5_6,586.8
2,7_9,441.2
3,6_9,573.6
4,3_7,477.4
5,4_9,474.2
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,1_2,491.4
2,7_9,441.2
3,1_4,450.4
4,4_8,457
5,2_7,456.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,2_4,531.4
3,6_9,573.6
4,1_5,460.2
5,1_6,463.8
6,3_9,474.6
7,1_8,460.6
8,1_9,462.4
1,5_6,586.8
2,1_3,438.6
3,1_4,450.4
4,2_6,463.6
5,2_7,456.8
6,2_8,455.6
7,2_9,468.2
8,1_9,462.4
1,7_8,593
2,3_5,514.8
3,4_7,549.8
4,5_9,505
5,4_9,474.2
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,7_8,593
2,7_9,441.2
3,6_9,573.6
4,4_8,457
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,6_8,500.4
3,4_7,549.8
4,3_7,477.4
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,7_9,441.2
3,6_9,573.6
4,5_9,505
5,3_8,447.6
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,6_7,549.5
2,4_6,474
3,5_8,521.5
4,5_9,505
5,3_8,447.6
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,8_9,615.8
2,6_8,500.4
3,2_5,466
4,5_9,505
5,4_9,474.2
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,3_4,505.6
2,2_4,531.4
3,5_8,521.5
4,4_8,457
5,4_9,474.2
6,2_8,455.6
7,1_8,460.6
8,1_9,462.4
1,3_4,505.6
2,5_7,530.6
3,1_4,450.4
4,4_8,457
5,4_9,474.2
6,1_7,455
7,1_8,460.6
8,1_9,462.4
1,4_5,499.4
2,3_5,514.8
3,3_6,507.4
4,5_9,505
5,4_9,474.2
6,1_7,455
7,2_9,468.2
8,1_9,462.4
1,8_9,615.8
2,5_7,530.6
3,1_4,450.4
4,4_8,457
